id,__latitude,__longitude,country,country__shape,country__colour,year,year__shape,year__colour,haplotype,haplotype__shape,haplotype__colour
7468_7_79_Tan_Zan_IB5368_2009,-6,35,Tanzania,circle,#4682B4,2009,square,#4682B4,,triangle,#FFFAFA
7468_7_81_Tan_Zan_IB5370_2010,-6,35,Tanzania,circle,#4682B4,2010,square,#4169E1,,triangle,#FFFAFA
7468_7_82_Tan_Zan_IB5371_2010,-6,35,Tanzania,circle,#4682B4,2010,square,#4169E1,,triangle,#FFFAFA
7468_7_85_Tan_Zan_IB5374_2010,-6,35,Tanzania,circle,#4682B4,2010,square,#4169E1,,triangle,#FFFAFA
7468_7_91_Tan_Zan_IB5381_2010,-6,35,Tanzania,circle,#4682B4,2010,square,#4169E1,,triangle,#FFFAFA
7468_7_93_Tan_Zan_IB5383_2009,-6,35,Tanzania,circle,#4682B4,2009,square,#4682B4,,triangle,#FFFAFA
8447_8_1_FijMDUST73_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_10_FijMDUST82_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_11_FijMDUST83_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_12_FijMDUST84_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_13_FijMDUST85_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_14_FijMDUST86_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_15_FijMDUST87_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_16_FijMDUST88_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_17_FijMDUST89_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_18_FijMDUST90_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_19_FijMDUST91_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_2_FijMDUST74_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_20_FijMDUST92_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_21_FijMDUST93_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_22_FijMDUST94_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_23_FijMDUST95_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_24_FijMDUST96_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_26_FijMDUST98_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_27_FijMDUST99_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_28_FijMDUST100_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_29_FijMDUST101_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_3_FijMDUST75_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_30_FijMDUST102_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_31_FijMDUST103_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_32_FijMDUST104_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_33_FijMDUST105_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_4_FijMDUST76_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_5_FijMDUST77_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_6_FijMDUST78_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_7_FijMDUST79_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_8_FijMDUST80_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8447_8_9_FijMDUST81_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8490_5_1_FijMDUST1_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_10_FijMDUST10_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_11_FijMDUST11_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_12_FijMDUST12_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_13_FijMDUST13_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_14_FijMDUST14_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_15_FijMDUST15_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_16_FijMDUST16_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_17_FijMDUST17_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_18_FijMDUST18_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_19_FijMDUST19_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_2_FijMDUST2_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_20_FijMDUST20_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_21_FijMDUST21_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_22_FijMDUST22_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_23_FijMDUST23_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_24_FijMDUST24_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_25_FijMDUST25_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_26_FijMDUST26_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_27_FijMDUST27_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_28_FijMDUST28_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_29_FijMDUST29_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_3_FijMDUST3_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_30_FijMDUST30_2009,-18,175,Fiji,circle,#8B008B,2009,square,#4682B4,,triangle,#FFFAFA
8490_5_31_FijMDUST31_2000,-18,175,Fiji,circle,#8B008B,2000,square,#F0FFFF,,triangle,#FFFAFA
8490_5_32_FijMDUST32_2000,-18,175,Fiji,circle,#8B008B,2000,square,#F0FFFF,,triangle,#FFFAFA
8490_5_33_FijMDUST33_1997,-18,175,Fiji,circle,#8B008B,1997,square,#6B8E23,,triangle,#FFFAFA
8490_5_34_FijMDUST34_1997,-18,175,Fiji,circle,#8B008B,1997,square,#6B8E23,,triangle,#FFFAFA
8490_5_35_FijMDUST35_1996,-18,175,Fiji,circle,#8B008B,1996,square,#008000,,triangle,#FFFAFA
8490_5_36_FijMDUST36_1996,-18,175,Fiji,circle,#8B008B,1996,square,#008000,,triangle,#FFFAFA
8490_5_4_FijMDUST4_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_5_FijMDUST5_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_6_FijMDUST6_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_7_FijMDUST7_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_8_FijMDUST8_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_5_9_FijMDUST9_2011,-18,175,Fiji,circle,#8B008B,2011,square,#1E90FF,,triangle,#FFFAFA
8490_6_37_FijMDUST37_1996,-18,175,Fiji,circle,#8B008B,1996,square,#008000,,triangle,#FFFAFA
8490_6_38_FijMDUST38_1996,-18,175,Fiji,circle,#8B008B,1996,square,#008000,,triangle,#FFFAFA
8490_6_39_FijMDUST39_1996,-18,175,Fiji,circle,#8B008B,1996,square,#008000,,triangle,#FFFAFA
8490_6_40_FijMDUST40_1996,-18,175,Fiji,circle,#8B008B,1996,square,#008000,,triangle,#FFFAFA
8490_6_41_FijMDUST41_1996,-18,175,Fiji,circle,#8B008B,1996,square,#008000,,triangle,#FFFAFA
8490_6_42_FijMDUST42_1996,-18,175,Fiji,circle,#8B008B,1996,square,#008000,,triangle,#FFFAFA
8490_6_43_FijMDUST43_1996,-18,175,Fiji,circle,#8B008B,1996,square,#008000,,triangle,#FFFAFA
8490_6_44_FijMDUST44_1996,-18,175,Fiji,circle,#8B008B,1996,square,#008000,,triangle,#FFFAFA
8490_6_45_FijMDUST45_1996,-18,175,Fiji,circle,#8B008B,1996,square,#008000,,triangle,#FFFAFA
8490_6_46_FijMDUST46_1996,-18,175,Fiji,circle,#8B008B,1996,square,#008000,,triangle,#FFFAFA
8490_6_47_FijMDUST47_1996,-18,175,Fiji,circle,#8B008B,1996,square,#008000,,triangle,#FFFAFA
8490_6_48_FijMDUST48_1996,-18,175,Fiji,circle,#8B008B,1996,square,#008000,,triangle,#FFFAFA
8490_6_49_FijMDUST49_1996,-18,175,Fiji,circle,#8B008B,1996,square,#008000,,triangle,#FFFAFA
8490_6_50_FijMDUST50_1996,-18,175,Fiji,circle,#8B008B,1996,square,#008000,,triangle,#FFFAFA
8490_6_51_FijMDUST51_1995,-18,175,Fiji,circle,#8B008B,1995,square,#228B22,,triangle,#FFFAFA
8490_6_52_FijMDUST52_1995,-18,175,Fiji,circle,#8B008B,1995,square,#228B22,,triangle,#FFFAFA
8490_6_53_FijMDUST53_1995,-18,175,Fiji,circle,#8B008B,1995,square,#228B22,,triangle,#FFFAFA
8490_6_54_FijMDUST54_1995,-18,175,Fiji,circle,#8B008B,1995,square,#228B22,,triangle,#FFFAFA
8490_6_56_FijMDUST56_1994,-18,175,Fiji,circle,#8B008B,1994,square,#00FF00,,triangle,#FFFAFA
8490_6_57_FijMDUST57_1994,-18,175,Fiji,circle,#8B008B,1994,square,#00FF00,,triangle,#FFFAFA
8490_6_58_FijMDUST58_1994,-18,175,Fiji,circle,#8B008B,1994,square,#00FF00,,triangle,#FFFAFA
8490_6_59_FijMDUST59_1994,-18,175,Fiji,circle,#8B008B,1994,square,#00FF00,,triangle,#FFFAFA
8490_6_60_FijMDUST60_1994,-18,175,Fiji,circle,#8B008B,1994,square,#00FF00,,triangle,#FFFAFA
8490_6_61_FijMDUST61_1994,-18,175,Fiji,circle,#8B008B,1994,square,#00FF00,,triangle,#FFFAFA
8490_6_62_FijMDUST62_1994,-18,175,Fiji,circle,#8B008B,1994,square,#00FF00,,triangle,#FFFAFA
8490_6_63_FijMDUST63_1994,-18,175,Fiji,circle,#8B008B,1994,square,#00FF00,,triangle,#FFFAFA
8490_6_64_FijMDUST64_1994,-18,175,Fiji,circle,#8B008B,1994,square,#00FF00,,triangle,#FFFAFA
8490_6_65_FijMDUST65_1994,-18,175,Fiji,circle,#8B008B,1994,square,#00FF00,,triangle,#FFFAFA
8490_6_66_FijMDUST66_1994,-18,175,Fiji,circle,#8B008B,1994,square,#00FF00,,triangle,#FFFAFA
8490_6_68_FijMDUST68_1994,-18,175,Fiji,circle,#8B008B,1994,square,#00FF00,,triangle,#FFFAFA
8490_6_69_FijMDUST69_1996,-18,175,Fiji,circle,#8B008B,1996,square,#008000,,triangle,#FFFAFA
8490_6_70_FijMDUST70_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8490_6_71_FijMDUST71_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8490_6_72_FijMDUST72_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
8525_3_41_KenKe462_2008,1,38,Kenya,circle,#1E90FF,2008,square,#6495ED,,triangle,#FFFAFA
8616_4_40_IndBCR52_2009,20,77,India,circle,#FF6347,2009,square,#4682B4,,triangle,#FFFAFA
8616_4_42_IndBCR89_2010,20,77,India,circle,#FF6347,2010,square,#4169E1,,triangle,#FFFAFA
8616_4_52_IndBCR232_2011,20,77,India,circle,#FF6347,2011,square,#1E90FF,,triangle,#FFFAFA
8616_4_57_IndSP66_2009,20,77,India,circle,#FF6347,2009,square,#4682B4,,triangle,#FFFAFA
9475_4_56_IndE1240_2004,20,77,India,circle,#FF6347,2004,square,#87CEEB,,triangle,#FFFAFA
9475_4_57_IndE1303_2004,20,77,India,circle,#FF6347,2004,square,#87CEEB,,triangle,#FFFAFA
9475_6_1_Mal1010996_2011,-13.5,34,Malawi,circle,#00FFFF,2011,square,#1E90FF,,triangle,#FFFAFA
9475_6_10_Mal1013486_2011,-13.5,34,Malawi,circle,#00FFFF,2011,square,#1E90FF,,triangle,#FFFAFA
9475_6_13_Mal1021701_2011,-13.5,34,Malawi,circle,#00FFFF,2011,square,#1E90FF,,triangle,#FFFAFA
9475_6_14_Mal1025691_2011,-13.5,34,Malawi,circle,#00FFFF,2011,square,#1E90FF,,triangle,#FFFAFA
9475_6_20_Mal1018216_2011,-13.5,34,Malawi,circle,#00FFFF,2011,square,#1E90FF,,triangle,#FFFAFA
9475_6_29_Mal1022981_2011,-13.5,34,Malawi,circle,#00FFFF,2011,square,#1E90FF,,triangle,#FFFAFA
9475_6_37_Mal1022075_2011,-13.5,34,Malawi,circle,#00FFFF,2011,square,#1E90FF,,triangle,#FFFAFA
9475_6_42_Mal1017142_2011,-13.5,34,Malawi,circle,#00FFFF,2011,square,#1E90FF,,triangle,#FFFAFA
9475_6_43_Mal1020184_2011,-13.5,34,Malawi,circle,#00FFFF,2011,square,#1E90FF,,triangle,#FFFAFA
9475_6_44_Mal1023267_2011,-13.5,34,Malawi,circle,#00FFFF,2011,square,#1E90FF,,triangle,#FFFAFA
9475_6_48_MalA53009_2008,-13.5,34,Malawi,circle,#00FFFF,2008,square,#6495ED,,triangle,#FFFAFA
9475_6_57_Mal1012752_2011,-13.5,34,Malawi,circle,#00FFFF,2011,square,#1E90FF,,triangle,#FFFAFA
9475_6_64_MalD50739_2009,-13.5,34,Malawi,circle,#00FFFF,2009,square,#4682B4,,triangle,#FFFAFA
9475_6_72_MalA55865_2009,-13.5,34,Malawi,circle,#00FFFF,2009,square,#4682B4,,triangle,#FFFAFA
9475_6_80_MalA32420_2004,-13.5,34,Malawi,circle,#00FFFF,2004,square,#87CEEB,,triangle,#FFFAFA
9475_6_81_MalA33112_2005,-13.5,34,Malawi,circle,#00FFFF,2005,square,#87CEFA,,triangle,#FFFAFA
9475_6_85_MalA40201_2006,-13.5,34,Malawi,circle,#00FFFF,2006,square,#00BFFF,,triangle,#FFFAFA
9475_6_90_MalD28995_2005,-13.5,34,Malawi,circle,#00FFFF,2005,square,#87CEFA,,triangle,#FFFAFA
9475_6_92_MalA39483_2006,-13.5,34,Malawi,circle,#00FFFF,2006,square,#00BFFF,,triangle,#FFFAFA
9475_6_93_MalA40566_2006,-13.5,34,Malawi,circle,#00FFFF,2006,square,#00BFFF,,triangle,#FFFAFA
9475_6_94_MalD41342_2007,-13.5,34,Malawi,circle,#00FFFF,2007,square,#B0C4DE,,triangle,#FFFAFA
9870_8_17_Cam010587_2009,13,105,Cambodia,circle,#FFD700,2009,square,#4682B4,,triangle,#FFFAFA
9870_8_61_Cam1325_2011,13,105,Cambodia,circle,#FFD700,2011,square,#1E90FF,,triangle,#FFFAFA
9953_5_10_IndoA276_2008,-5,120,Indonesia,circle,#FFFF00,2008,square,#6495ED,,triangle,#FFFAFA
9953_5_11_IndoA277_2009,-5,120,Indonesia,circle,#FFFF00,2009,square,#4682B4,,triangle,#FFFAFA
9953_5_12_IndoA278_2009,-5,120,Indonesia,circle,#FFFF00,2009,square,#4682B4,,triangle,#FFFAFA
9953_5_14_IndoA281_2008,-5,120,Indonesia,circle,#FFFF00,2008,square,#6495ED,,triangle,#FFFAFA
9953_5_15_IndoA282_2010,-5,120,Indonesia,circle,#FFFF00,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_16_IndoA283_2010,-5,120,Indonesia,circle,#FFFF00,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_17_IndoA284_2011,-5,120,Indonesia,circle,#FFFF00,2011,square,#1E90FF,,triangle,#FFFAFA
9953_5_18_IndoA285_2010,-5,120,Indonesia,circle,#FFFF00,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_19_IndoA286_2010,-5,120,Indonesia,circle,#FFFF00,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_2_IndoA140_2010,-5,120,Indonesia,circle,#FFFF00,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_20_IndoA287_2008,-5,120,Indonesia,circle,#FFFF00,2008,square,#6495ED,,triangle,#FFFAFA
9953_5_22_IndoA340_2010,-5,120,Indonesia,circle,#FFFF00,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_23_IndoA341_2008,-5,120,Indonesia,circle,#FFFF00,2008,square,#6495ED,,triangle,#FFFAFA
9953_5_26_IndoA344-1st_2010,-5,120,Indonesia,circle,#FFFF00,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_27_IndoA347_2007,-5,120,Indonesia,circle,#FFFF00,2007,square,#B0C4DE,,triangle,#FFFAFA
9953_5_28_IndoA348_2012,-5,120,Indonesia,circle,#FFFF00,2012,square,#0000FF,,triangle,#FFFAFA
9953_5_29_IndoA350_2010,-5,120,Indonesia,circle,#FFFF00,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_3_IndoA268_2009,-5,120,Indonesia,circle,#FFFF00,2009,square,#4682B4,,triangle,#FFFAFA
9953_5_30_IndoA352_2010,-5,120,Indonesia,circle,#FFFF00,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_31_IndoA354_2011,-5,120,Indonesia,circle,#FFFF00,2011,square,#1E90FF,,triangle,#FFFAFA
9953_5_33_IndoA356_2010,-5,120,Indonesia,circle,#FFFF00,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_34_IndoA357_2009,-5,120,Indonesia,circle,#FFFF00,2009,square,#4682B4,,triangle,#FFFAFA
9953_5_35_IndoA358_2009,-5,120,Indonesia,circle,#FFFF00,2009,square,#4682B4,,triangle,#FFFAFA
9953_5_36_IndoA359_2010,-5,120,Indonesia,circle,#FFFF00,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_37_IndoA360_2009,-5,120,Indonesia,circle,#FFFF00,2009,square,#4682B4,,triangle,#FFFAFA
9953_5_38_IndoA363_2009,-5,120,Indonesia,circle,#FFFF00,2009,square,#4682B4,,triangle,#FFFAFA
9953_5_39_IndoA365_2007,-5,120,Indonesia,circle,#FFFF00,2007,square,#B0C4DE,,triangle,#FFFAFA
9953_5_40_IndoA366_2009,-5,120,Indonesia,circle,#FFFF00,2009,square,#4682B4,,triangle,#FFFAFA
9953_5_41_IndoA368_2009,-5,120,Indonesia,circle,#FFFF00,2009,square,#4682B4,,triangle,#FFFAFA
9953_5_42_IndoA369_2008,-5,120,Indonesia,circle,#FFFF00,2008,square,#6495ED,,triangle,#FFFAFA
9953_5_43_IndoA370_2010,-5,120,Indonesia,circle,#FFFF00,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_44_IndoA373_2008,-5,120,Indonesia,circle,#FFFF00,2008,square,#6495ED,,triangle,#FFFAFA
9953_5_45_IndoA374_2008,-5,120,Indonesia,circle,#FFFF00,2008,square,#6495ED,,triangle,#FFFAFA
9953_5_46_IndoA375_2005,-5,120,Indonesia,circle,#FFFF00,2005,square,#87CEFA,,triangle,#FFFAFA
9953_5_48_IndoA377_2010,-5,120,Indonesia,circle,#FFFF00,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_49_IndoA378_2008,-5,120,Indonesia,circle,#FFFF00,2008,square,#6495ED,,triangle,#FFFAFA
9953_5_5_IndoA271_2009,-5,120,Indonesia,circle,#FFFF00,2009,square,#4682B4,,triangle,#FFFAFA
9953_5_50_IndoA379_2010,-5,120,Indonesia,circle,#FFFF00,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_51_IndoA380_2006,-5,120,Indonesia,circle,#FFFF00,2006,square,#00BFFF,,triangle,#FFFAFA
9953_5_52_IndoA382_2009,-5,120,Indonesia,circle,#FFFF00,2009,square,#4682B4,,triangle,#FFFAFA
9953_5_53_IndoA385_2012,-5,120,Indonesia,circle,#FFFF00,2012,square,#0000FF,,triangle,#FFFAFA
9953_5_54_IndoA389_2006,-5,120,Indonesia,circle,#FFFF00,2006,square,#00BFFF,,triangle,#FFFAFA
9953_5_55_IndoA390_2007,-5,120,Indonesia,circle,#FFFF00,2007,square,#B0C4DE,,triangle,#FFFAFA
9953_5_56_IndoA392_2010,-5,120,Indonesia,circle,#FFFF00,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_57_IndoA394_2007,-5,120,Indonesia,circle,#FFFF00,2007,square,#B0C4DE,,triangle,#FFFAFA
9953_5_58_IndoA395_2009,-5,120,Indonesia,circle,#FFFF00,2009,square,#4682B4,,triangle,#FFFAFA
9953_5_59_IndoA396_2009,-5,120,Indonesia,circle,#FFFF00,2009,square,#4682B4,,triangle,#FFFAFA
9953_5_6_IndoA272_2010,-5,120,Indonesia,circle,#FFFF00,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_60_IndoA399_2009,-5,120,Indonesia,circle,#FFFF00,2009,square,#4682B4,,triangle,#FFFAFA
9953_5_61_LaoKM1646_2010,18,105,Laos,circle,#F0E68C,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_62_LaoKM1647_2010,18,105,Laos,circle,#F0E68C,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_63_LaoKM1648_2010,18,105,Laos,circle,#F0E68C,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_64_LaoLNT1197_2009,18,105,Laos,circle,#F0E68C,2009,square,#4682B4,,triangle,#FFFAFA
9953_5_65_LaoLNT12_2007,18,105,Laos,circle,#F0E68C,2007,square,#B0C4DE,,triangle,#FFFAFA
9953_5_66_LaoLNT13_2007,18,105,Laos,circle,#F0E68C,2007,square,#B0C4DE,,triangle,#FFFAFA
9953_5_67_LaoLNT1339_2010,18,105,Laos,circle,#F0E68C,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_68_LaoLNT1360_2010,18,105,Laos,circle,#F0E68C,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_69_LaoLNT1365_2010,18,105,Laos,circle,#F0E68C,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_7_IndoA273_2009,-5,120,Indonesia,circle,#FFFF00,2009,square,#4682B4,,triangle,#FFFAFA
9953_5_70_LaoLNT1367-3_2010,18,105,Laos,circle,#F0E68C,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_71_LaoLNT1374_2010,18,105,Laos,circle,#F0E68C,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_72_LaoLNT1377_2010,18,105,Laos,circle,#F0E68C,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_73_LaoLNT1378_2010,18,105,Laos,circle,#F0E68C,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_74_LaoLNT1426_2010,18,105,Laos,circle,#F0E68C,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_75_LaoLNT1497_2010,18,105,Laos,circle,#F0E68C,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_76_LaoLNT1480_2010,18,105,Laos,circle,#F0E68C,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_77_LaoLNT1516_2010,18,105,Laos,circle,#F0E68C,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_78_LaoLNT1542_2010,18,105,Laos,circle,#F0E68C,2010,square,#4169E1,,triangle,#FFFAFA
9953_5_8_IndoA274_2006,-5,120,Indonesia,circle,#FFFF00,2006,square,#00BFFF,,triangle,#FFFAFA
9953_5_80_LaoLNT266_2008,18,105,Laos,circle,#F0E68C,2008,square,#6495ED,,triangle,#FFFAFA
9953_5_81_LaoLNT279_2008,18,105,Laos,circle,#F0E68C,2008,square,#6495ED,,triangle,#FFFAFA
9953_5_82_LaoLNT330_2008,18,105,Laos,circle,#F0E68C,2008,square,#6495ED,,triangle,#FFFAFA
9953_5_83_LaoLNT366_2008,18,105,Laos,circle,#F0E68C,2008,square,#6495ED,,triangle,#FFFAFA
9953_5_84_LaoLNT375_2008,18,105,Laos,circle,#F0E68C,2008,square,#6495ED,,triangle,#FFFAFA
9953_5_85_LaoLNT565_2008,18,105,Laos,circle,#F0E68C,2008,square,#6495ED,,triangle,#FFFAFA
9953_5_86_LaoLNT609_2008,18,105,Laos,circle,#F0E68C,2008,square,#6495ED,,triangle,#FFFAFA
9953_5_87_LaoLNT659_2008,18,105,Laos,circle,#F0E68C,2008,square,#6495ED,,triangle,#FFFAFA
9953_5_88_LaoLNT662_2008,18,105,Laos,circle,#F0E68C,2008,square,#6495ED,,triangle,#FFFAFA
9953_5_89_LaoLNT666_2008,18,105,Laos,circle,#F0E68C,2008,square,#6495ED,,triangle,#FFFAFA
9953_5_9_IndoA275_2009,-5,120,Indonesia,circle,#FFFF00,2009,square,#4682B4,,triangle,#FFFAFA
9953_5_90_LaoLNT670_2008,18,105,Laos,circle,#F0E68C,2008,square,#6495ED,,triangle,#FFFAFA
9953_5_91_LaoLNT705_2008,18,105,Laos,circle,#F0E68C,2008,square,#6495ED,,triangle,#FFFAFA
9953_5_92_LaoLNT72_2007,18,105,Laos,circle,#F0E68C,2007,square,#B0C4DE,,triangle,#FFFAFA
9953_5_93_LaoLNT722_2008,18,105,Laos,circle,#F0E68C,2008,square,#6495ED,,triangle,#FFFAFA
10349_1_1_Sam021174_2002,-13.5833,-172.3333,Samoa,circle,#FF69B4,2002,square,#B0E0E6,,triangle,#FFFAFA
10349_1_10_Ind032330_2003,20,77,India,circle,#FF6347,2003,square,#00FFFF,,triangle,#FFFAFA
10349_1_12_Indo034151_2003,-5,120,Indonesia,circle,#FFFF00,2003,square,#00FFFF,,triangle,#FFFAFA
10349_1_14_Ind04140_2004,20,77,India,circle,#FF6347,2004,square,#87CEEB,,triangle,#FFFAFA
10349_1_15_Ind041419_2004,20,77,India,circle,#FF6347,2004,square,#87CEEB,,triangle,#FFFAFA
