id,__latitude,__longitude,country,country__shape,country__colour,year,year__shape,year__colour,haplotype,haplotype__shape,haplotype__colour
10349_1_16_Ind041834_2004,20,77,India,circle,#FF6347,2004,square,#87CEEB,,triangle,#FFFAFA
10349_1_17_Sam041932_2004,-13.5833,-172.3333,Samoa,circle,#FF69B4,2004,square,#87CEEB,,triangle,#FFFAFA
10349_1_18_Sam042857_2004,-13.5833,-172.3333,Samoa,circle,#FF69B4,2004,square,#87CEEB,,triangle,#FFFAFA
10349_1_19_Sam043008_2004,-13.5833,-172.3333,Samoa,circle,#FF69B4,2004,square,#87CEEB,,triangle,#FFFAFA
10349_1_2_Meast022463_2002,32.59666373,33.27805423,Western_Asia,circle,#FFF5EE,2002,square,#B0E0E6,,triangle,#FFFAFA
10349_1_23_Ind062282_2006,20,77,India,circle,#FF6347,2006,square,#00BFFF,,triangle,#FFFAFA
10349_1_24_Ind063423_2006,20,77,India,circle,#FF6347,2006,square,#00BFFF,,triangle,#FFFAFA
10349_1_26_Sam064553_2006,-13.5833,-172.3333,Samoa,circle,#FF69B4,2006,square,#00BFFF,,triangle,#FFFAFA
10349_1_27_Ind0661_2006,20,77,India,circle,#FF6347,2006,square,#00BFFF,,triangle,#FFFAFA
10349_1_28_Sam07263_2007,-13.5833,-172.3333,Samoa,circle,#FF69B4,2007,square,#B0C4DE,,triangle,#FFFAFA
10349_1_29_Sam07264_2007,-13.5833,-172.3333,Samoa,circle,#FF69B4,2007,square,#B0C4DE,,triangle,#FFFAFA
10349_1_3_Meast022464_2002,32.59666373,33.27805423,Western_Asia,circle,#FFF5EE,2002,square,#B0E0E6,,triangle,#FFFAFA
10349_1_30_Sam072830_2007,-13.5833,-172.3333,Samoa,circle,#FF69B4,2007,square,#B0C4DE,,triangle,#FFFAFA
10349_1_32_Sam07434_2007,-13.5833,-172.3333,Samoa,circle,#FF69B4,2007,square,#B0C4DE,,triangle,#FFFAFA
10349_1_33_Fij082325_2008,-18,175,Fiji,circle,#8B008B,2008,square,#6495ED,,triangle,#FFFAFA
10349_1_34_Ind082356_2008,20,77,India,circle,#FF6347,2008,square,#6495ED,,triangle,#FFFAFA
10349_1_35_Sam082408_2008,-13.5833,-172.3333,Samoa,circle,#FF69B4,2008,square,#6495ED,,triangle,#FFFAFA
10349_1_36_Sam082444_2008,-13.5833,-172.3333,Samoa,circle,#FF69B4,2008,square,#6495ED,,triangle,#FFFAFA
10349_1_38_Ind084047_2008,20,77,India,circle,#FF6347,2008,square,#6495ED,,triangle,#FFFAFA
10349_1_39_Chin084170_2008,35,105,China,circle,#8B4513,2008,square,#6495ED,,triangle,#FFFAFA
10349_1_4_Indo024120_2002,-5,120,Indonesia,circle,#FFFF00,2002,square,#B0E0E6,,triangle,#FFFAFA
10349_1_40_Ind08619_2008,20,77,India,circle,#FF6347,2008,square,#6495ED,,triangle,#FFFAFA
10349_1_43_Indo091092_2009,-5,120,Indonesia,circle,#FFFF00,2009,square,#4682B4,,triangle,#FFFAFA
10349_1_45_SEAsia091788_2009,13.4880686,144.1008906,SEAsia,circle,#FAF0E6,2009,square,#4682B4,,triangle,#FFFAFA
10349_1_46_Ind091797_2009,20,77,India,circle,#FF6347,2009,square,#4682B4,,triangle,#FFFAFA
10349_1_47_Ind09383_2009,20,77,India,circle,#FF6347,2009,square,#4682B4,,triangle,#FFFAFA
10349_1_48_Sam094053_2009,-13.5833,-172.3333,Samoa,circle,#FF69B4,2009,square,#4682B4,,triangle,#FFFAFA
10349_1_49_Sam0982_2009,-13.5833,-172.3333,Samoa,circle,#FF69B4,2009,square,#4682B4,,triangle,#FFFAFA
10349_1_5_Ind024182_2002,20,77,India,circle,#FF6347,2002,square,#B0E0E6,,triangle,#FFFAFA
10349_1_52_Ind101104_2010,20,77,India,circle,#FF6347,2010,square,#4169E1,,triangle,#FFFAFA
10349_1_53_Ind101621_2010,20,77,India,circle,#FF6347,2010,square,#4169E1,,triangle,#FFFAFA
10349_1_54_Ind102156_2010,20,77,India,circle,#FF6347,2010,square,#4169E1,,triangle,#FFFAFA
10349_1_55_Ind102275_2010,20,77,India,circle,#FF6347,2010,square,#4169E1,,triangle,#FFFAFA
10349_1_56_Sam102461_2010,-13.5833,-172.3333,Samoa,circle,#FF69B4,2010,square,#4169E1,,triangle,#FFFAFA
10349_1_57_Sam10320_2010,-13.5833,-172.3333,Samoa,circle,#FF69B4,2010,square,#4169E1,,triangle,#FFFAFA
10349_1_58_Tha10338_2010,15,100,Thailand,circle,#FFDAB9,2010,square,#4169E1,,triangle,#FFFAFA
10349_1_59_Ind103534_2010,20,77,India,circle,#FF6347,2010,square,#4169E1,,triangle,#FFFAFA
10349_1_6_Ind02425_2002,20,77,India,circle,#FF6347,2002,square,#B0E0E6,,triangle,#FFFAFA
10349_1_61_Ind1048_2010,20,77,India,circle,#FF6347,2010,square,#4169E1,,triangle,#FFFAFA
10349_1_63_Sam10504_2010,-13.5833,-172.3333,Samoa,circle,#FF69B4,2010,square,#4169E1,,triangle,#FFFAFA
10349_1_64_Sam111572_2011,-13.5833,-172.3333,Samoa,circle,#FF69B4,2011,square,#1E90FF,,triangle,#FFFAFA
10349_1_65_Sam111998_2011,-13.5833,-172.3333,Samoa,circle,#FF69B4,2011,square,#1E90FF,,triangle,#FFFAFA
10349_1_66_Pak11299_2011,30,70,Pakistan,circle,#800000,2011,square,#1E90FF,,triangle,#FFFAFA
10349_1_67_Ind113095_2011,20,77,India,circle,#FF6347,2011,square,#1E90FF,,triangle,#FFFAFA
10349_1_69_Nep114000_2011,28,84,Nepal,circle,#FF7F50,2011,square,#1E90FF,,triangle,#FFFAFA
10349_1_7_Sam024919_2002,-13.5833,-172.3333,Samoa,circle,#FF69B4,2002,square,#B0E0E6,,triangle,#FFFAFA
10349_1_70_Samer114070_2011,-22.358069,-26.0553594,SouthAmerica,circle,#E6E6FA,2011,square,#1E90FF,,triangle,#FFFAFA
10349_1_75_Ind12375_2012,20,77,India,circle,#FF6347,2012,square,#0000FF,,triangle,#FFFAFA
10349_1_76_Ind12590_2012,20,77,India,circle,#FF6347,2012,square,#0000FF,,triangle,#FFFAFA
10349_1_77_Ind12680_2012,20,77,India,circle,#FF6347,2012,square,#0000FF,,triangle,#FFFAFA
10349_1_78_Ind12959_2012,20,77,India,circle,#FF6347,2012,square,#0000FF,,triangle,#FFFAFA
10349_1_82_IndH12ESR04734_2012,20,77,India,circle,#FF6347,2012,square,#0000FF,,triangle,#FFFAFA
10349_1_84_RusTy2_1916,60,100,Russia,circle,#C0C0C0,1916,square,#DA70D6,,triangle,#FFFAFA
10349_1_86_KenE98-0664_1998,1,38,Kenya,circle,#1E90FF,1998,square,#556B2F,,triangle,#FFFAFA
10349_1_87_BanE98-2068_1998,24,90,Bangladesh,circle,#FF0000,1998,square,#556B2F,,triangle,#FFFAFA
10349_1_88_MorE00-7866_2000,32,-5,Morocco,circle,#ADD8E6,2000,square,#F0FFFF,,triangle,#FFFAFA
10349_1_89_IndE02-1180_2002,20,77,India,circle,#FF6347,2002,square,#B0E0E6,,triangle,#FFFAFA
10349_1_9_Ton032200_2003,-20,-175,Tonga,circle,#FFB6C1,2003,square,#00FFFF,,triangle,#FFFAFA
10349_1_95_Vie8_04_N_2004,16,106,Vietnam,circle,#FFA500,2004,square,#87CEEB,,triangle,#FFFAFA
10493_1_44_VieMDUST235_2010,16,106,Vietnam,circle,#FFA500,2010,square,#4169E1,,triangle,#FFFAFA
10541_1_60_ArgST1309/04_2004,-34,-64,Argentina,circle,#6A5ACD,2004,square,#87CEEB,,triangle,#FFFAFA
9472_4_78_S_Typhi_Quailes_1958,38,-97,USA,circle,#9370DB,1958,square,#9932CC,,triangle,#FFFAFA
BL196_2005,2.5,112.5,Malaysia,circle,#F5DEB3,2005,square,#87CEFA,,triangle,#FFFAFA
CR0044_2007,2.5,112.5,Malaysia,circle,#F5DEB3,2007,square,#B0C4DE,,triangle,#FFFAFA
CR0063_2007,2.5,112.5,Malaysia,circle,#F5DEB3,2007,square,#B0C4DE,,triangle,#FFFAFA
CT18_S_Typhi_CT18_1993,16,106,Vietnam,circle,#FFA500,1993,square,#7CFC00,,triangle,#FFFAFA
E98_3139_1998,23,-102,Mexico,circle,#483D8B,1998,square,#556B2F,,triangle,#FFFAFA
J185SM_1985,-5,120,Indonesia,circle,#FFFF00,1985,square,#FF4500,,triangle,#FFFAFA
P-stx-12_2012,20,77,India,circle,#FF6347,2012,square,#0000FF,,triangle,#FFFAFA
ST0208_2008,2.5,112.5,Malaysia,circle,#F5DEB3,2008,square,#6495ED,,triangle,#FFFAFA
UJ308A_2012,-6,147,PapuaNewGuinea,circle,#C71585,2012,square,#0000FF,,triangle,#FFFAFA
UJ816A_2012,-6,147,PapuaNewGuinea,circle,#C71585,2012,square,#0000FF,,triangle,#FFFAFA
